"Gender"	"Provinces"	"Periodo"	"Situation"	"value"
"Males"	"48 Bizkaia"	"2013Q4"	"never_employed"	3.2
"Females"	"48 Bizkaia"	"2013Q4"	"never_employed"	5.9
"Males"	"09 Burgos"	"2013Q4"	"never_employed"	0.7
"Females"	"09 Burgos"	"2013Q4"	"never_employed"	1.7
"Males"	"10 Cáceres"	"2013Q4"	"never_employed"	2.8
"Females"	"10 Cáceres"	"2013Q4"	"never_employed"	2.6
"Males"	"11 Cádiz"	"2013Q4"	"never_employed"	9
"Females"	"11 Cádiz"	"2013Q4"	"never_employed"	18.3
"Males"	"39 Cantabria"	"2013Q4"	"never_employed"	3.2
"Females"	"39 Cantabria"	"2013Q4"	"never_employed"	4.2
"Males"	"12 Castellón/Castelló"	"2013Q4"	"never_employed"	1.8
"Females"	"12 Castellón/Castelló"	"2013Q4"	"never_employed"	3.4
"Males"	"13 Ciudad Real"	"2013Q4"	"never_employed"	3.9
"Females"	"13 Ciudad Real"	"2013Q4"	"never_employed"	5.2
"Males"	"14 Córdoba"	"2013Q4"	"never_employed"	6.9
"Females"	"14 Córdoba"	"2013Q4"	"never_employed"	8.3
"Males"	"15 Coruña, A"	"2013Q4"	"never_employed"	3.6
"Females"	"15 Coruña, A"	"2013Q4"	"never_employed"	3.4
"Males"	"16 Cuenca"	"2013Q4"	"never_employed"	0.9
"Females"	"16 Cuenca"	"2013Q4"	"never_employed"	1.6
"Males"	"20 Gipuzkoa"	"2013Q4"	"never_employed"	3.2
"Females"	"20 Gipuzkoa"	"2013Q4"	"never_employed"	1.8
"Males"	"17 Girona"	"2013Q4"	"never_employed"	4
"Females"	"17 Girona"	"2013Q4"	"never_employed"	5.7
"Males"	"18 Granada"	"2013Q4"	"never_employed"	6.4
"Females"	"18 Granada"	"2013Q4"	"never_employed"	6.1
"Males"	"19 Guadalajara"	"2013Q4"	"never_employed"	1.3
"Females"	"19 Guadalajara"	"2013Q4"	"never_employed"	1.1
"Males"	"21 Huelva"	"2013Q4"	"never_employed"	2.9
"Females"	"21 Huelva"	"2013Q4"	"never_employed"	3.4
"Males"	"22 Huesca"	"2013Q4"	"never_employed"	0.7
"Females"	"22 Huesca"	"2013Q4"	"never_employed"	1
"Males"	"23 Jaén"	"2013Q4"	"never_employed"	4.5
"Females"	"23 Jaén"	"2013Q4"	"never_employed"	7.8
"Males"	"24 León"	"2013Q4"	"never_employed"	2.4
"Females"	"24 León"	"2013Q4"	"never_employed"	2.7
"Males"	"25 Lleida"	"2013Q4"	"never_employed"	1.7
"Females"	"25 Lleida"	"2013Q4"	"never_employed"	2
"Males"	"27 Lugo"	"2013Q4"	"never_employed"	1.3
"Females"	"27 Lugo"	"2013Q4"	"never_employed"	1.2
"Males"	"28 Madrid"	"2013Q4"	"never_employed"	36.2
"Females"	"28 Madrid"	"2013Q4"	"never_employed"	38.9
"Males"	"29 Málaga"	"2013Q4"	"never_employed"	8.3
"Females"	"29 Málaga"	"2013Q4"	"never_employed"	10
"Males"	"30 Murcia"	"2013Q4"	"never_employed"	8
"Females"	"30 Murcia"	"2013Q4"	"never_employed"	9
"Males"	"31 Navarra"	"2013Q4"	"never_employed"	2
"Females"	"31 Navarra"	"2013Q4"	"never_employed"	2.9
"Males"	"32 Ourense"	"2013Q4"	"never_employed"	1.2
"Females"	"32 Ourense"	"2013Q4"	"never_employed"	1.8
"Males"	"34 Palencia"	"2013Q4"	"never_employed"	1
"Females"	"34 Palencia"	"2013Q4"	"never_employed"	1.1
"Males"	"35 Palmas, Las"	"2013Q4"	"never_employed"	7.8
"Females"	"35 Palmas, Las"	"2013Q4"	"never_employed"	14.1
"Males"	"36 Pontevedra"	"2013Q4"	"never_employed"	3.8
"Females"	"36 Pontevedra"	"2013Q4"	"never_employed"	4.8
"Males"	"26 Rioja, La"	"2013Q4"	"never_employed"	0.8
"Females"	"26 Rioja, La"	"2013Q4"	"never_employed"	1.3
"Males"	"37 Salamanca"	"2013Q4"	"never_employed"	0.7
"Females"	"37 Salamanca"	"2013Q4"	"never_employed"	1.9
"Males"	"38 Santa Cruz de Tenerife"	"2013Q4"	"never_employed"	12.1
"Females"	"38 Santa Cruz de Tenerife"	"2013Q4"	"never_employed"	12.8
"Males"	"40 Segovia"	"2013Q4"	"never_employed"	0.6
"Females"	"40 Segovia"	"2013Q4"	"never_employed"	0.6
"Males"	"41 Sevilla"	"2013Q4"	"never_employed"	13
"Females"	"41 Sevilla"	"2013Q4"	"never_employed"	15.3
"Males"	"42 Soria"	"2013Q4"	"never_employed"	0.6
"Females"	"42 Soria"	"2013Q4"	"never_employed"	0.6
"Males"	"43 Tarragona"	"2013Q4"	"never_employed"	3.8
"Females"	"43 Tarragona"	"2013Q4"	"never_employed"	4.6
"Males"	"44 Teruel"	"2013Q4"	"never_employed"	0.9
"Females"	"44 Teruel"	"2013Q4"	"never_employed"	1.1
"Males"	"45 Toledo"	"2013Q4"	"never_employed"	4.1
"Females"	"45 Toledo"	"2013Q4"	"never_employed"	5.5
"Males"	"46 Valencia/València"	"2013Q4"	"never_employed"	15.6
"Females"	"46 Valencia/València"	"2013Q4"	"never_employed"	16.8
"Males"	"47 Valladolid"	"2013Q4"	"never_employed"	2.2
"Females"	"47 Valladolid"	"2013Q4"	"never_employed"	2.5
"Males"	"49 Zamora"	"2013Q4"	"never_employed"	0.9
"Females"	"49 Zamora"	"2013Q4"	"never_employed"	0.8
"Males"	"50 Zaragoza"	"2013Q4"	"never_employed"	5.7
"Females"	"50 Zaragoza"	"2013Q4"	"never_employed"	4.4
"Males"	"51 Ceuta"	"2013Q4"	"never_employed"	0.9
"Females"	"51 Ceuta"	"2013Q4"	"never_employed"	1.1
"Males"	"52 Melilla"	"2013Q4"	"never_employed"	0.6
"Females"	"52 Melilla"	"2013Q4"	"never_employed"	1.8
"Males"	"02 Albacete"	"2013Q3"	"never_employed"	1.5
"Females"	"02 Albacete"	"2013Q3"	"never_employed"	4
"Males"	"03 Alicante/Alacant"	"2013Q3"	"never_employed"	13.1
"Females"	"03 Alicante/Alacant"	"2013Q3"	"never_employed"	14.4
"Males"	"04 Almería"	"2013Q3"	"never_employed"	2.3
"Females"	"04 Almería"	"2013Q3"	"never_employed"	3.9
"Males"	"01 Araba/Álava"	"2013Q3"	"never_employed"	1.4
"Females"	"01 Araba/Álava"	"2013Q3"	"never_employed"	1.5
"Males"	"33 Asturias"	"2013Q3"	"never_employed"	6.7
"Females"	"33 Asturias"	"2013Q3"	"never_employed"	6.8
"Males"	"05 Ávila"	"2013Q3"	"never_employed"	0.6
"Females"	"05 Ávila"	"2013Q3"	"never_employed"	1.8
"Males"	"06 Badajoz"	"2013Q3"	"never_employed"	3.6
"Females"	"06 Badajoz"	"2013Q3"	"never_employed"	4.4
"Males"	"07 Balears, Illes"	"2013Q3"	"never_employed"	6.2
"Females"	"07 Balears, Illes"	"2013Q3"	"never_employed"	5.8
"Males"	"08 Barcelona"	"2013Q3"	"never_employed"	35.9
"Females"	"08 Barcelona"	"2013Q3"	"never_employed"	43
"Males"	"48 Bizkaia"	"2013Q3"	"never_employed"	4
"Females"	"48 Bizkaia"	"2013Q3"	"never_employed"	4.8
"Males"	"09 Burgos"	"2013Q3"	"never_employed"	0.6
"Females"	"09 Burgos"	"2013Q3"	"never_employed"	1.8
"Males"	"10 Cáceres"	"2013Q3"	"never_employed"	2.9
"Females"	"10 Cáceres"	"2013Q3"	"never_employed"	3.6
"Males"	"11 Cádiz"	"2013Q3"	"never_employed"	9.9
"Females"	"11 Cádiz"	"2013Q3"	"never_employed"	19
"Males"	"39 Cantabria"	"2013Q3"	"never_employed"	3.1
"Females"	"39 Cantabria"	"2013Q3"	"never_employed"	4.3
"Males"	"12 Castellón/Castelló"	"2013Q3"	"never_employed"	1.3
"Females"	"12 Castellón/Castelló"	"2013Q3"	"never_employed"	3.9
"Males"	"13 Ciudad Real"	"2013Q3"	"never_employed"	4.3
"Females"	"13 Ciudad Real"	"2013Q3"	"never_employed"	4.1
"Males"	"14 Córdoba"	"2013Q3"	"never_employed"	8
"Females"	"14 Córdoba"	"2013Q3"	"never_employed"	9.1
"Males"	"15 Coruña, A"	"2013Q3"	"never_employed"	4
"Females"	"15 Coruña, A"	"2013Q3"	"never_employed"	5
"Males"	"16 Cuenca"	"2013Q3"	"never_employed"	1.2
"Females"	"16 Cuenca"	"2013Q3"	"never_employed"	2.5
"Males"	"20 Gipuzkoa"	"2013Q3"	"never_employed"	1.8
"Females"	"20 Gipuzkoa"	"2013Q3"	"never_employed"	2.6
"Males"	"17 Girona"	"2013Q3"	"never_employed"	4.5
"Females"	"17 Girona"	"2013Q3"	"never_employed"	4.9
"Males"	"18 Granada"	"2013Q3"	"never_employed"	6.4
"Females"	"18 Granada"	"2013Q3"	"never_employed"	9.9
"Males"	"19 Guadalajara"	"2013Q3"	"never_employed"	2.2
"Females"	"19 Guadalajara"	"2013Q3"	"never_employed"	1.4
"Males"	"21 Huelva"	"2013Q3"	"never_employed"	3.1
"Females"	"21 Huelva"	"2013Q3"	"never_employed"	3.1
"Males"	"22 Huesca"	"2013Q3"	"never_employed"	0.4
"Females"	"22 Huesca"	"2013Q3"	"never_employed"	0.7
"Males"	"23 Jaén"	"2013Q3"	"never_employed"	5
"Females"	"23 Jaén"	"2013Q3"	"never_employed"	8.1
"Males"	"24 León"	"2013Q3"	"never_employed"	2.3
"Females"	"24 León"	"2013Q3"	"never_employed"	3.3
"Males"	"25 Lleida"	"2013Q3"	"never_employed"	1.4
"Females"	"25 Lleida"	"2013Q3"	"never_employed"	1.4
"Males"	"27 Lugo"	"2013Q3"	"never_employed"	1.6
"Females"	"27 Lugo"	"2013Q3"	"never_employed"	1.2
"Males"	"28 Madrid"	"2013Q3"	"never_employed"	35.1
"Females"	"28 Madrid"	"2013Q3"	"never_employed"	35.9
"Males"	"29 Málaga"	"2013Q3"	"never_employed"	7.7
"Females"	"29 Málaga"	"2013Q3"	"never_employed"	14.5
"Males"	"30 Murcia"	"2013Q3"	"never_employed"	8.7
"Females"	"30 Murcia"	"2013Q3"	"never_employed"	7.7
"Males"	"31 Navarra"	"2013Q3"	"never_employed"	2.1
"Females"	"31 Navarra"	"2013Q3"	"never_employed"	3.9
"Males"	"32 Ourense"	"2013Q3"	"never_employed"	1.3
"Females"	"32 Ourense"	"2013Q3"	"never_employed"	2.3
"Males"	"34 Palencia"	"2013Q3"	"never_employed"	0.9
"Females"	"34 Palencia"	"2013Q3"	"never_employed"	1.6
"Males"	"35 Palmas, Las"	"2013Q3"	"never_employed"	8.5
"Females"	"35 Palmas, Las"	"2013Q3"	"never_employed"	10.1
"Males"	"36 Pontevedra"	"2013Q3"	"never_employed"	4.3
"Females"	"36 Pontevedra"	"2013Q3"	"never_employed"	4.5
"Males"	"26 Rioja, La"	"2013Q3"	"never_employed"	1
"Females"	"26 Rioja, La"	"2013Q3"	"never_employed"	1.4
"Males"	"37 Salamanca"	"2013Q3"	"never_employed"	2.4
"Females"	"37 Salamanca"	"2013Q3"	"never_employed"	1.2
"Males"	"38 Santa Cruz de Tenerife"	"2013Q3"	"never_employed"	12
"Females"	"38 Santa Cruz de Tenerife"	"2013Q3"	"never_employed"	12.8
"Males"	"40 Segovia"	"2013Q3"	"never_employed"	0.3
"Females"	"40 Segovia"	"2013Q3"	"never_employed"	1
"Males"	"41 Sevilla"	"2013Q3"	"never_employed"	10.3
"Females"	"41 Sevilla"	"2013Q3"	"never_employed"	14.1
"Males"	"42 Soria"	"2013Q3"	"never_employed"	0.5
"Females"	"42 Soria"	"2013Q3"	"never_employed"	0.8
"Males"	"43 Tarragona"	"2013Q3"	"never_employed"	4.2
"Females"	"43 Tarragona"	"2013Q3"	"never_employed"	7
"Males"	"44 Teruel"	"2013Q3"	"never_employed"	0.9
"Females"	"44 Teruel"	"2013Q3"	"never_employed"	0.8
"Males"	"45 Toledo"	"2013Q3"	"never_employed"	3.6
"Females"	"45 Toledo"	"2013Q3"	"never_employed"	5.1
"Males"	"46 Valencia/València"	"2013Q3"	"never_employed"	11.4
"Females"	"46 Valencia/València"	"2013Q3"	"never_employed"	9.9
"Males"	"47 Valladolid"	"2013Q3"	"never_employed"	1.4
"Females"	"47 Valladolid"	"2013Q3"	"never_employed"	2.7
"Males"	"49 Zamora"	"2013Q3"	"never_employed"	0.5
"Females"	"49 Zamora"	"2013Q3"	"never_employed"	1.5
"Males"	"50 Zaragoza"	"2013Q3"	"never_employed"	4.9
"Females"	"50 Zaragoza"	"2013Q3"	"never_employed"	6
"Males"	"51 Ceuta"	"2013Q3"	"never_employed"	0.8
"Females"	"51 Ceuta"	"2013Q3"	"never_employed"	0.7
"Males"	"52 Melilla"	"2013Q3"	"never_employed"	1.2
"Females"	"52 Melilla"	"2013Q3"	"never_employed"	2.2
"Males"	"02 Albacete"	"2013Q2"	"never_employed"	1.6
"Females"	"02 Albacete"	"2013Q2"	"never_employed"	2.9
"Males"	"03 Alicante/Alacant"	"2013Q2"	"never_employed"	8
"Females"	"03 Alicante/Alacant"	"2013Q2"	"never_employed"	7.9
"Males"	"04 Almería"	"2013Q2"	"never_employed"	2.7
"Females"	"04 Almería"	"2013Q2"	"never_employed"	2.7
"Males"	"01 Araba/Álava"	"2013Q2"	"never_employed"	0.9
"Females"	"01 Araba/Álava"	"2013Q2"	"never_employed"	1.5
"Males"	"33 Asturias"	"2013Q2"	"never_employed"	5.9
"Females"	"33 Asturias"	"2013Q2"	"never_employed"	4.7
"Males"	"05 Ávila"	"2013Q2"	"never_employed"	0.3
"Females"	"05 Ávila"	"2013Q2"	"never_employed"	2
"Males"	"06 Badajoz"	"2013Q2"	"never_employed"	4
"Females"	"06 Badajoz"	"2013Q2"	"never_employed"	2.6
"Males"	"07 Balears, Illes"	"2013Q2"	"never_employed"	3.2
"Females"	"07 Balears, Illes"	"2013Q2"	"never_employed"	6.2
"Males"	"08 Barcelona"	"2013Q2"	"never_employed"	30.8
"Females"	"08 Barcelona"	"2013Q2"	"never_employed"	40.2
"Males"	"48 Bizkaia"	"2013Q2"	"never_employed"	3.1
"Females"	"48 Bizkaia"	"2013Q2"	"never_employed"	5.5
"Males"	"09 Burgos"	"2013Q2"	"never_employed"	0.4
"Females"	"09 Burgos"	"2013Q2"	"never_employed"	0.8
"Males"	"10 Cáceres"	"2013Q2"	"never_employed"	2.7
"Females"	"10 Cáceres"	"2013Q2"	"never_employed"	4
"Males"	"11 Cádiz"	"2013Q2"	"never_employed"	7.3
"Females"	"11 Cádiz"	"2013Q2"	"never_employed"	18.5
"Males"	"39 Cantabria"	"2013Q2"	"never_employed"	3
"Females"	"39 Cantabria"	"2013Q2"	"never_employed"	3.7
"Males"	"12 Castellón/Castelló"	"2013Q2"	"never_employed"	1.2
"Females"	"12 Castellón/Castelló"	"2013Q2"	"never_employed"	3.6
"Males"	"13 Ciudad Real"	"2013Q2"	"never_employed"	3.8
"Females"	"13 Ciudad Real"	"2013Q2"	"never_employed"	4.4
"Males"	"14 Córdoba"	"2013Q2"	"never_employed"	6.4
"Females"	"14 Córdoba"	"2013Q2"	"never_employed"	8
"Males"	"15 Coruña, A"	"2013Q2"	"never_employed"	3.3
"Females"	"15 Coruña, A"	"2013Q2"	"never_employed"	5.6
"Males"	"16 Cuenca"	"2013Q2"	"never_employed"	1.5
"Females"	"16 Cuenca"	"2013Q2"	"never_employed"	2
"Males"	"20 Gipuzkoa"	"2013Q2"	"never_employed"	2.8
"Females"	"20 Gipuzkoa"	"2013Q2"	"never_employed"	2.1
"Males"	"17 Girona"	"2013Q2"	"never_employed"	4.4
"Females"	"17 Girona"	"2013Q2"	"never_employed"	5.7
"Males"	"18 Granada"	"2013Q2"	"never_employed"	7.5
"Females"	"18 Granada"	"2013Q2"	"never_employed"	10.3
"Males"	"19 Guadalajara"	"2013Q2"	"never_employed"	2.5
"Females"	"19 Guadalajara"	"2013Q2"	"never_employed"	1.9
"Males"	"21 Huelva"	"2013Q2"	"never_employed"	3.1
"Females"	"21 Huelva"	"2013Q2"	"never_employed"	3.3
"Males"	"22 Huesca"	"2013Q2"	"never_employed"	0.7
"Females"	"22 Huesca"	"2013Q2"	"never_employed"	0.9
"Males"	"23 Jaén"	"2013Q2"	"never_employed"	4.7
"Females"	"23 Jaén"	"2013Q2"	"never_employed"	5.7
"Males"	"24 León"	"2013Q2"	"never_employed"	2.2
"Females"	"24 León"	"2013Q2"	"never_employed"	4.7
"Males"	"25 Lleida"	"2013Q2"	"never_employed"	2
"Females"	"25 Lleida"	"2013Q2"	"never_employed"	2.3
"Males"	"27 Lugo"	"2013Q2"	"never_employed"	1.6
"Females"	"27 Lugo"	"2013Q2"	"never_employed"	2
"Males"	"28 Madrid"	"2013Q2"	"never_employed"	29.5
"Females"	"28 Madrid"	"2013Q2"	"never_employed"	23.7
"Males"	"29 Málaga"	"2013Q2"	"never_employed"	5.6
"Females"	"29 Málaga"	"2013Q2"	"never_employed"	12.1
"Males"	"30 Murcia"	"2013Q2"	"never_employed"	6.5
"Females"	"30 Murcia"	"2013Q2"	"never_employed"	8.8
"Males"	"31 Navarra"	"2013Q2"	"never_employed"	1.7
"Females"	"31 Navarra"	"2013Q2"	"never_employed"	2.9
"Males"	"32 Ourense"	"2013Q2"	"never_employed"	1.2
"Females"	"32 Ourense"	"2013Q2"	"never_employed"	2.5
"Males"	"34 Palencia"	"2013Q2"	"never_employed"	0.2
"Females"	"34 Palencia"	"2013Q2"	"never_employed"	1.3
"Males"	"35 Palmas, Las"	"2013Q2"	"never_employed"	6
"Females"	"35 Palmas, Las"	"2013Q2"	"never_employed"	6.9
"Males"	"36 Pontevedra"	"2013Q2"	"never_employed"	4.5
"Females"	"36 Pontevedra"	"2013Q2"	"never_employed"	3.3
"Males"	"26 Rioja, La"	"2013Q2"	"never_employed"	0.9
"Females"	"26 Rioja, La"	"2013Q2"	"never_employed"	1.6
"Males"	"37 Salamanca"	"2013Q2"	"never_employed"	1.7
"Females"	"37 Salamanca"	"2013Q2"	"never_employed"	1.5
"Males"	"38 Santa Cruz de Tenerife"	"2013Q2"	"never_employed"	7.4
"Females"	"38 Santa Cruz de Tenerife"	"2013Q2"	"never_employed"	8.7
"Males"	"40 Segovia"	"2013Q2"	"never_employed"	0.2
"Females"	"40 Segovia"	"2013Q2"	"never_employed"	1.3
"Males"	"41 Sevilla"	"2013Q2"	"never_employed"	8.4
"Females"	"41 Sevilla"	"2013Q2"	"never_employed"	12.5
"Males"	"42 Soria"	"2013Q2"	"never_employed"	0.4
"Females"	"42 Soria"	"2013Q2"	"never_employed"	0.5
"Males"	"43 Tarragona"	"2013Q2"	"never_employed"	5.8
"Females"	"43 Tarragona"	"2013Q2"	"never_employed"	7.2
"Males"	"44 Teruel"	"2013Q2"	"never_employed"	0.9
"Females"	"44 Teruel"	"2013Q2"	"never_employed"	0.9
"Males"	"45 Toledo"	"2013Q2"	"never_employed"	4.5
"Females"	"45 Toledo"	"2013Q2"	"never_employed"	5.4
"Males"	"46 Valencia/València"	"2013Q2"	"never_employed"	12
"Females"	"46 Valencia/València"	"2013Q2"	"never_employed"	10.6
"Males"	"47 Valladolid"	"2013Q2"	"never_employed"	1.2
"Females"	"47 Valladolid"	"2013Q2"	"never_employed"	2.6
"Males"	"49 Zamora"	"2013Q2"	"never_employed"	0.8
"Females"	"49 Zamora"	"2013Q2"	"never_employed"	1.3
"Males"	"50 Zaragoza"	"2013Q2"	"never_employed"	3.6
"Females"	"50 Zaragoza"	"2013Q2"	"never_employed"	4.2
"Males"	"51 Ceuta"	"2013Q2"	"never_employed"	1.4
"Females"	"51 Ceuta"	"2013Q2"	"never_employed"	0.8
"Males"	"52 Melilla"	"2013Q2"	"never_employed"	0.6
"Females"	"52 Melilla"	"2013Q2"	"never_employed"	1.3
"Males"	"02 Albacete"	"2013Q1"	"never_employed"	1.6
"Females"	"02 Albacete"	"2013Q1"	"never_employed"	2.1
"Males"	"03 Alicante/Alacant"	"2013Q1"	"never_employed"	7.3
"Females"	"03 Alicante/Alacant"	"2013Q1"	"never_employed"	8.4
"Males"	"04 Almería"	"2013Q1"	"never_employed"	3.6
"Females"	"04 Almería"	"2013Q1"	"never_employed"	2.3
"Males"	"01 Araba/Álava"	"2013Q1"	"never_employed"	0.3
"Females"	"01 Araba/Álava"	"2013Q1"	"never_employed"	0.8
"Males"	"33 Asturias"	"2013Q1"	"never_employed"	5.2
"Females"	"33 Asturias"	"2013Q1"	"never_employed"	5.2
"Males"	"05 Ávila"	"2013Q1"	"never_employed"	0.4
"Females"	"05 Ávila"	"2013Q1"	"never_employed"	1.1
"Males"	"06 Badajoz"	"2013Q1"	"never_employed"	3.8
"Females"	"06 Badajoz"	"2013Q1"	"never_employed"	4.7
"Males"	"07 Balears, Illes"	"2013Q1"	"never_employed"	3.7
"Females"	"07 Balears, Illes"	"2013Q1"	"never_employed"	6.8
"Males"	"08 Barcelona"	"2013Q1"	"never_employed"	33.4
"Females"	"08 Barcelona"	"2013Q1"	"never_employed"	34.8
"Males"	"48 Bizkaia"	"2013Q1"	"never_employed"	4.8
"Females"	"48 Bizkaia"	"2013Q1"	"never_employed"	4.3
"Males"	"09 Burgos"	"2013Q1"	"never_employed"	0.6
"Females"	"09 Burgos"	"2013Q1"	"never_employed"	1.6
"Males"	"10 Cáceres"	"2013Q1"	"never_employed"	2.8
"Females"	"10 Cáceres"	"2013Q1"	"never_employed"	3.1
"Males"	"11 Cádiz"	"2013Q1"	"never_employed"	9
"Females"	"11 Cádiz"	"2013Q1"	"never_employed"	13.1
"Males"	"39 Cantabria"	"2013Q1"	"never_employed"	2.5
"Females"	"39 Cantabria"	"2013Q1"	"never_employed"	2.6
"Males"	"12 Castellón/Castelló"	"2013Q1"	"never_employed"	1.2
"Females"	"12 Castellón/Castelló"	"2013Q1"	"never_employed"	3.2
"Males"	"13 Ciudad Real"	"2013Q1"	"never_employed"	3
"Females"	"13 Ciudad Real"	"2013Q1"	"never_employed"	6.6
"Males"	"14 Córdoba"	"2013Q1"	"never_employed"	4.2
"Females"	"14 Córdoba"	"2013Q1"	"never_employed"	7.7
"Males"	"15 Coruña, A"	"2013Q1"	"never_employed"	3.7
"Females"	"15 Coruña, A"	"2013Q1"	"never_employed"	4.3
"Males"	"16 Cuenca"	"2013Q1"	"never_employed"	1
"Females"	"16 Cuenca"	"2013Q1"	"never_employed"	1
"Males"	"20 Gipuzkoa"	"2013Q1"	"never_employed"	3.6
"Females"	"20 Gipuzkoa"	"2013Q1"	"never_employed"	2.4
"Males"	"17 Girona"	"2013Q1"	"never_employed"	3.9
"Females"	"17 Girona"	"2013Q1"	"never_employed"	3.8
"Males"	"18 Granada"	"2013Q1"	"never_employed"	6.4
"Females"	"18 Granada"	"2013Q1"	"never_employed"	9.4
"Males"	"19 Guadalajara"	"2013Q1"	"never_employed"	0.8
"Females"	"19 Guadalajara"	"2013Q1"	"never_employed"	1.2
"Males"	"21 Huelva"	"2013Q1"	"never_employed"	2.4
"Females"	"21 Huelva"	"2013Q1"	"never_employed"	2.5
"Males"	"22 Huesca"	"2013Q1"	"never_employed"	0.4
"Females"	"22 Huesca"	"2013Q1"	"never_employed"	1
"Males"	"23 Jaén"	"2013Q1"	"never_employed"	4.4
"Females"	"23 Jaén"	"2013Q1"	"never_employed"	7.3
"Males"	"24 León"	"2013Q1"	"never_employed"	2.3
"Females"	"24 León"	"2013Q1"	"never_employed"	4.5
"Males"	"25 Lleida"	"2013Q1"	"never_employed"	1.2
"Females"	"25 Lleida"	"2013Q1"	"never_employed"	1.2
"Males"	"27 Lugo"	"2013Q1"	"never_employed"	1.4
"Females"	"27 Lugo"	"2013Q1"	"never_employed"	1.6
"Males"	"28 Madrid"	"2013Q1"	"never_employed"	22.9
"Females"	"28 Madrid"	"2013Q1"	"never_employed"	27.3
"Males"	"29 Málaga"	"2013Q1"	"never_employed"	7.6
"Females"	"29 Málaga"	"2013Q1"	"never_employed"	10.9
"Males"	"30 Murcia"	"2013Q1"	"never_employed"	5.8
"Females"	"30 Murcia"	"2013Q1"	"never_employed"	6.3
"Males"	"31 Navarra"	"2013Q1"	"never_employed"	1.5
"Females"	"31 Navarra"	"2013Q1"	"never_employed"	3.4
"Males"	"32 Ourense"	"2013Q1"	"never_employed"	1
"Females"	"32 Ourense"	"2013Q1"	"never_employed"	2
"Males"	"34 Palencia"	"2013Q1"	"never_employed"	0.4
"Females"	"34 Palencia"	"2013Q1"	"never_employed"	0.9
"Males"	"35 Palmas, Las"	"2013Q1"	"never_employed"	8.5
"Females"	"35 Palmas, Las"	"2013Q1"	"never_employed"	7.6
"Males"	"36 Pontevedra"	"2013Q1"	"never_employed"	4.2
"Females"	"36 Pontevedra"	"2013Q1"	"never_employed"	4.1
"Males"	"26 Rioja, La"	"2013Q1"	"never_employed"	0.4
"Females"	"26 Rioja, La"	"2013Q1"	"never_employed"	1.2
"Males"	"37 Salamanca"	"2013Q1"	"never_employed"	1.6
"Females"	"37 Salamanca"	"2013Q1"	"never_employed"	1.8
"Males"	"38 Santa Cruz de Tenerife"	"2013Q1"	"never_employed"	8.1
"Females"	"38 Santa Cruz de Tenerife"	"2013Q1"	"never_employed"	7.9
"Males"	"40 Segovia"	"2013Q1"	"never_employed"	0.3
"Females"	"40 Segovia"	"2013Q1"	"never_employed"	1
"Males"	"41 Sevilla"	"2013Q1"	"never_employed"	11.7
"Females"	"41 Sevilla"	"2013Q1"	"never_employed"	15.8
"Males"	"42 Soria"	"2013Q1"	"never_employed"	0.4
"Females"	"42 Soria"	"2013Q1"	"never_employed"	0.4
"Males"	"43 Tarragona"	"2013Q1"	"never_employed"	2.9
"Females"	"43 Tarragona"	"2013Q1"	"never_employed"	6
"Males"	"44 Teruel"	"2013Q1"	"never_employed"	0.7
"Females"	"44 Teruel"	"2013Q1"	"never_employed"	0.4
"Males"	"45 Toledo"	"2013Q1"	"never_employed"	3.6
"Females"	"45 Toledo"	"2013Q1"	"never_employed"	4.5
"Males"	"46 Valencia/València"	"2013Q1"	"never_employed"	10.5
"Females"	"46 Valencia/València"	"2013Q1"	"never_employed"	9.3
"Males"	"47 Valladolid"	"2013Q1"	"never_employed"	1.5
"Females"	"47 Valladolid"	"2013Q1"	"never_employed"	2.1
"Males"	"49 Zamora"	"2013Q1"	"never_employed"	0.9
"Females"	"49 Zamora"	"2013Q1"	"never_employed"	1.7
"Males"	"50 Zaragoza"	"2013Q1"	"never_employed"	4.9
"Females"	"50 Zaragoza"	"2013Q1"	"never_employed"	4.8
"Males"	"51 Ceuta"	"2013Q1"	"never_employed"	1.3
"Females"	"51 Ceuta"	"2013Q1"	"never_employed"	1.2
"Males"	"52 Melilla"	"2013Q1"	"never_employed"	0.7
"Females"	"52 Melilla"	"2013Q1"	"never_employed"	0.8
"Males"	"02 Albacete"	"2012Q4"	"never_employed"	1.1
"Females"	"02 Albacete"	"2012Q4"	"never_employed"	3.5
"Males"	"03 Alicante/Alacant"	"2012Q4"	"never_employed"	9.4
"Females"	"03 Alicante/Alacant"	"2012Q4"	"never_employed"	10.4
"Males"	"04 Almería"	"2012Q4"	"never_employed"	4.4
"Females"	"04 Almería"	"2012Q4"	"never_employed"	2
"Males"	"01 Araba/Álava"	"2012Q4"	"never_employed"	1.3
"Females"	"01 Araba/Álava"	"2012Q4"	"never_employed"	0.5
"Males"	"33 Asturias"	"2012Q4"	"never_employed"	5
"Females"	"33 Asturias"	"2012Q4"	"never_employed"	3.5
"Males"	"05 Ávila"	"2012Q4"	"never_employed"	0.3
"Females"	"05 Ávila"	"2012Q4"	"never_employed"	0.7
"Males"	"06 Badajoz"	"2012Q4"	"never_employed"	3.7
"Females"	"06 Badajoz"	"2012Q4"	"never_employed"	6.4
"Males"	"07 Balears, Illes"	"2012Q4"	"never_employed"	3.9
